ID,2BM0,2BM1,2BM2,2BM3,2BM4,2BM5,2BM6,2BM7,2BM8,2BM9,7BM0,7BM1,7BM2,7BM3,7BM4,7BM5,7BM6,7BM7,7BM8,7BM9,10BM0,10BM1,10BM2,10BM3,10BM4,10BM5,10BM6,10BM7,10BM8,10BM9
4556,,,,,,,,,,,,,,,,,,,,,-,-,0.36,-,-,-,-,0.35,-,-
4562,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.79,-,-,-,-,0.78
4563,,,,,,,,,,,,,,,,,,,,,0.21,0.32,-,-,0.32,-,-,-,-,0.36
4566,,,,,,,,,,,,,,,,,,,,,-,-,-,0.33,-,-,-,0.36,-,-
4567,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.1,0.1,-
4579,,,,,,,,,,,,,,,,,,,,,0.31,0.36,-,-,-,-,-,-,-,-
4580,,,,,,,,,,,,,,,,,,,,,-,-,-,0.81,-,-,-,-,-,-
4582,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4588,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,0.78,-
4592,,,,,,,,,,,,,,,,,,,,,-,-,-,0.71,-,-,-,0.74,-,-
4595,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.56,-,-,-,-,0.45
4596,,,,,,,,,,,,,,,,,,,,,-,0.23,-,-,-,-,-,-,-,-
4598,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.67,-,-
4599,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,0.64,0.74
4603,,,,,,,,,,,,,,,,,,,,,-,0.27,0.34,-,-,-,-,-,-,0.22
4608,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4610,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4611,,,,,,,,,,,,,,,,,,,,,-,-,-,0.43,-,-,-,-,0.43,-
4615,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.48,-,-,-,-,-
4616,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.73,-,0.78
4624,,,,,,,,,,,,,,,,,,,,,-,-,0.62,-,0.61,-,-,-,-,0.61
4631,,,,,,,,,,,,,,,,,,,,,0.72,-,-,-,-,-,0.67,-,0.69,0.71
4636,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,0.44,-
4637,,,,,,,,,,,,,,,,,,,,,-,-,0.31,-,-,-,-,-,-,-
4640,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.93,-,-,-
4643,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.94,-,-,-,-,0.96
4651,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.26,-,-,-,-
4652,,,,,,,,,,,,,,,,,,,,,-,-,0.56,-,-,-,-,-,-,-
4658,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.56,-,-,-,-,-
4660,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,0.53,-
4661,,,,,,,,,,,,,,,,,,,,,0.52,-,0.55,-,-,-,0.5,-,0.54,-
4665,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.49,0.44,-,0.46,-,-
4667,,,,,,,,,,,,,,,,,,,,,0.53,-,-,0.52,-,-,-,-,0.51,-
4674,,,,,,,,,,,,,,,,,,,,,0.61,-,-,-,-,-,-,-,-,0.62
4678,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.21,-,-,-,-
4681,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.62,-,0.59,-,-,0.62
4686,,,,,,,,,,,,,,,,,,,,,0.17,-,-,-,-,-,0.16,-,0.16,-
4697,,,,,,,,,,,,,,,,,,,,,-,-,-,0.55,-,-,-,-,-,0.58
4698,,,,,,,,,,,,,,,,,,,,,-,-,0.73,-,0.71,-,-,-,-,-
4705,,,,,,,,,,,,,,,,,,,,,-,0.36,-,-,-,-,-,-,-,-
4707,,,,,,,,,,,,,,,,,,,,,0.55,-,-,-,-,-,-,-,-,-
4712,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.56,-,-,-
4715,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.88,0.93,-
4721,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4724,,,,,,,,,,,,,,,,,,,,,-,0.08,-,-,-,0.08,0.07,-,-,-
4731,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.55,-,-,-
4732,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.58,-,-,-,-
4735,,,,,,,,,,,,,,,,,,,,,0.55,-,-,0.54,-,0.56,0.51,-,0.55,-
4737,,,,,,,,,,,,,,,,,,,,,-,0.37,-,-,0.41,-,-,-,-,-
4739,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.88,-,-,-,-
4748,,,,,,,,,,,,,,,,,,,,,-,0.28,-,-,-,-,-,-,-,-
4754,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4757,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4772,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4773,,,,,,,,,,,,,,,,,,,,,-,-,0.84,0.86,-,-,0.84,-,-,0.84
4776,,,,,,,,,,,,,,,,,,,,,0.34,-,-,0.33,-,0.43,0.35,-,0.31,-
4784,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.76,0.79,-,-,-,0.81
4787,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.19,-,-
4789,,,,,,,,,,,,,,,,,,,,,-,0.73,0.81,0.76,0.72,0.7,-,-,-,-
4792,,,,,,,,,,,,,,,,,,,,,-,-,0.64,-,-,-,-,-,0.68,-
4794,,,,,,,,,,,,,,,,,,,,,-,-,-,0.73,-,0.73,-,-,-,-
4800,,,,,,,,,,,,,,,,,,,,,0.91,-,-,-,-,-,-,-,-,-
4805,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,0.25,-
4808,,,,,,,,,,,,,,,,,,,,,-,-,0.89,-,0.87,-,-,-,-,-
4815,,,,,,,,,,,,,,,,,,,,,-,-,-,0.23,-,-,-,0.26,0.25,-
4817,,,,,,,,,,,,,,,,,,,,,0.49,-,-,-,0.51,-,0.49,-,-,-
4820,,,,,,,,,,,,,,,,,,,,,-,-,-,0.54,-,-,0.59,-,-,-
4825,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.52
4827,,,,,,,,,,,,,,,,,,,,,0.24,-,-,-,-,-,-,-,-,-
4834,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.43,-,-
4835,,,,,,,,,,,,,,,,,,,,,0.49,-,-,-,-,-,-,0.42,-,-
4839,,,,,,,,,,,,,,,,,,,,,-,-,-,0.76,-,-,-,0.76,-,-
4845,,,,,,,,,,,,,,,,,,,,,0.6,-,-,-,0.68,-,-,0.61,-,-
4846,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4851,,,,,,,,,,,,,,,,,,,,,-,-,0.75,0.78,-,-,-,-,0.71,-
4857,,,,,,,,,,,,,,,,,,,,,-,-,0.32,-,-,-,-,-,0.38,0.35
4860,,,,,,,,,,,,,,,,,,,,,0.41,-,-,-,0.44,0.39,-,-,-,0.4
4861,,,,,,,,,,,,,,,,,,,,,0.53,-,-,0.54,-,-,-,-,-,-
4864,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.61,-,-,0.53
4866,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4872,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4873,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.51,-,0.46
4879,,,,,,,,,,,,,,,,,,,,,0.53,-,-,0.54,-,-,-,-,-,-
4881,,,,,,,,,,,,,,,,,,,,,0.39,-,-,-,-,-,-,0.45,0.45,-
4885,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.33,-,-,-,-,-
4886,,,,,,,,,,,,,,,,,,,,,-,-,-,0.65,-,-,-,0.79,0.66,-
4888,,,,,,,,,,,,,,,,,,,,,-,0.17,-,-,0.21,-,-,-,0.19,-
4890,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.58,0.58,0.59,-
4893,,,,,,,,,,,,,,,,,,,,,-,-,-,0.42,0.48,-,-,0.42,0.47,-
4906,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4907,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.94,-,-
4911,,,,,,,,,,,,,,,,,,,,,0.57,0.57,-,-,-,-,-,-,0.6,-
4914,,,,,,,,,,,,,,,,,,,,,-,-,-,0.83,-,-,-,-,-,-
4927,,,,,,,,,,,,,,,,,,,,,-,0.46,-,0.46,0.49,0.47,-,0.49,-,-
4929,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.44,-,-,-,0.35
4932,,,,,,,,,,,,,,,,,,,,,-,-,0.81,0.82,-,-,0.83,-,-,-
4933,,,,,,,,,,,,,,,,,,,,,0.8,-,-,-,-,-,-,-,0.82,0.78
4935,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.94,-,-,-,-
4936,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.48,-,-,-
4939,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.67,-,-,-
4940,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.74,0.73,-,-,-,-
4943,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.77,0.74,-
4944,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.71
4947,,,,,,,,,,,,,,,,,,,,,0.8,-,-,-,-,-,-,0.81,-,-
4950,,,,,,,,,,,,,,,,,,,,,-,-,0.61,-,-,-,-,0.6,0.55,-
4952,,,,,,,,,,,,,,,,,,,,,-,0.44,-,-,-,-,-,-,-,-
4953,,,,,,,,,,,,,,,,,,,,,-,-,0.59,0.59,0.63,0.69,-,-,-,-
4955,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.68,-,-
4956,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.76,-,-,-,-
4964,,,,,,,,,,,,,,,,,,,,,0.44,-,-,0.4,-,-,0.53,-,0.42,-
4967,,,,,,,,,,,,,,,,,,,,,-,0.73,0.78,-,-,-,-,-,-,0.73
4969,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.58,-,-,-
4970,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.38
4971,,,,,,,,,,,,,,,,,,,,,-,0.69,-,-,0.66,-,-,-,-,-
4973,,,,,,,,,,,,,,,,,,,,,-,0.83,-,-,-,-,-,-,-,-
4978,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.49,-,-
4979,,,,,,,,,,,,,,,,,,,,,0.49,-,-,-,0.45,-,-,-,-,-
4991,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.63,0.68,-,0.65,-
4992,,,,,,,,,,,,,,,,,,,,,-,0.49,-,0.54,-,-,-,-,-,-
4999,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
5001,,,,,,,,,,,,,,,,,,,,,-,0.55,-,-,-,-,-,0.55,-,-
5003,,,,,,,,,,,,,,,,,,,,,-,0.57,-,-,-,-,-,-,-,-
5004,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
5010,,,,,,,,,,,,,,,,,,,,,-,0.86,-,0.89,-,-,0.86,-,-,-
5014,,,,,,,,,,,,,,,,,,,,,0.68,-,-,-,-,-,-,-,-,-
5019,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.68,-,-,-,-
5020,,,,,,,,,,,,,,,,,,,,,-,-,-,0.21,0.23,-,-,-,-,-
5022,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
5027,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.76,-,-
5033,,,,,,,,,,,,,,,,,,,,,-,-,0.39,-,-,-,-,-,-,-
5042,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,0.85,-
5046,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.53,-,-,-
5047,,,,,,,,,,,,,,,,,,,,,-,0.29,-,-,-,-,-,-,-,0.37
5048,,,,,,,,,,,,,,,,,,,,,0.46,-,-,-,-,-,-,-,0.45,-
5050,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.59,-,0.61
5053,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.67,0.71,0.67,-
5054,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
5057,,,,,,,,,,,,,,,,,,,,,0.3,-,-,-,-,0.31,-,-,0.28,-
5058,,,,,,,,,,,,,,,,,,,,,-,0.68,-,-,-,-,0.63,0.64,-,-
5060,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.72,-,-,-,-
5061,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,0.45,0.45
5067,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.6,-,-,-,-,-
5069,,,,,,,,,,,,,,,,,,,,,-,0.48,0.49,-,0.54,-,-,-,-,-
5071,,,,,,,,,,,,,,,,,,,,,-,-,0.46,0.48,-,-,-,-,-,-
5074,,,,,,,,,,,,,,,,,,,,,-,0.39,-,-,-,0.39,0.39,-,-,-
5075,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.97,-,-,-,-
5078,,,,,,,,,,,,,,,,,,,,,-,-,0.43,0.45,-,-,-,-,-,-
5094,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.27,-,-,0.37,-
5096,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.21,-,-,-,-,0.19
5098,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.81,-,0.8,0.77,-,-
5099,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.43,-,-,-,-
5101,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.67,0.63,-,-,0.62,-
5112,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
5113,,,,,,,,,,,,,,,,,,,,,-,-,0.71,-,-,-,-,-,-,-
5116,,,,,,,,,,,,,,,,,,,,,0.76,0.74,-,-,-,0.74,-,-,-,-
5117,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.77,0.82,-,-,-
5119,,,,,,,,,,,,,,,,,,,,,-,0.72,-,-,-,-,0.73,-,-,-
5120,,,,,,,,,,,,,,,,,,,,,-,-,0.1,-,0.15,0.1,-,-,0.11,-
5121,,,,,,,,,,,,,,,,,,,,,-,0.51,-,-,-,-,-,-,-,-
5122,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.71
5123,,,,,,,,,,,,,,,,,,,,,-,0.47,0.46,-,-,-,-,0.55,-,-
5126,,,,,,,,,,,,,,,,,,,,,-,-,-,0.44,0.41,0.42,-,-,0.44,0.47
5130,,,,,,,,,,,,,,,,,,,,,-,-,-,0.35,-,0.46,-,-,0.41,-
5131,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.81,-,0.85,0.77,-
5132,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.37,-,-,-,-
5133,,,,,,,,,,,,,,,,,,,,,-,0.26,0.25,-,-,-,-,0.28,-,-
5137,,,,,,,,,,,,,,,,,,,,,0.26,-,0.21,-,0.22,-,-,-,-,-
5140,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
5141,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
5142,,,,,,,,,,,,,,,,,,,,,0.23,-,-,-,0.26,-,-,0.23,-,0.24
5149,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.55,0.6,-
5150,,,,,,,,,,,,,,,,,,,,,0.32,-,-,-,-,0.31,-,-,-,-
5152,,,,,,,,,,,,,,,,,,,,,-,-,0.44,-,-,-,-,-,-,-
5153,,,,,,,,,,,,,,,,,,,,,1.0,-,-,-,0.99,-,-,1.0,-,-
5154,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,0.98,-
5155,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.9,0.91,-,-,-
5158,,,,,,,,,,,,,,,,,,,,,-,-,0.17,-,-,-,-,-,-,-
5160,,,,,,,,,,,,,,,,,,,,,-,0.69,-,-,-,-,-,-,-,-
5168,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.87,0.89,-,-,-,-
5172,,,,,,,,,,,,,,,,,,,,,0.87,-,-,-,-,-,-,-,-,-
5173,,,,,,,,,,,,,,,,,,,,,0.32,-,-,-,-,0.32,0.33,-,-,0.3
5174,,,,,,,,,,,,,,,,,,,,,-,-,0.45,-,-,-,0.37,0.43,-,-
5176,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.57,-,-,0.63
5178,,,,,,,,,,,,,,,,,,,,,0.33,-,-,-,-,-,-,-,0.33,-
5179,,,,,,,,,,,,,,,,,,,,,0.99,-,-,-,-,-,-,-,-,0.99
5183,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
5184,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,0.23,-
5186,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.57,-,-
5188,,,,,,,,,,,,,,,,,,,,,0.97,-,-,-,-,-,-,-,-,-
5193,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.39,0.47,0.32,-
5194,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
5201,,,,,,,,,,,,,,,,,,,,,-,-,0.96,-,-,-,-,0.96,-,-
5203,,,,,,,,,,,,,,,,,,,,,-,-,0.59,-,-,-,0.59,-,-,-
5204,,,,,,,,,,,,,,,,,,,,,-,-,0.75,-,-,-,-,-,-,0.67
5216,,,,,,,,,,,,,,,,,,,,,-,0.36,0.41,-,-,0.38,-,-,-,-
5217,,,,,,,,,,,,,,,,,,,,,-,-,0.29,0.24,-,-,-,-,0.22,-
5222,,,,,,,,,,,,,,,,,,,,,0.55,-,0.54,-,0.54,-,-,0.52,-,-
5223,,,,,,,,,,,,,,,,,,,,,0.85,-,-,-,-,0.87,-,-,-,-
5224,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.52
5225,,,,,,,,,,,,,,,,,,,,,0.77,-,-,-,-,-,0.7,0.77,0.72,-
5243,,,,,,,,,,,,,,,,,,,,,0.46,-,-,0.49,-,-,-,-,-,-
5247,,,,,,,,,,,,,,,,,,,,,0.61,-,0.61,0.64,-,-,-,-,-,-
5249,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.49,-,0.47
5255,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
5260,,,,,,,,,,,,,,,,,,,,,-,0.45,-,-,0.48,-,-,-,-,0.44
5263,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.89,-,-,0.84,-
5265,,,,,,,,,,,,,,,,,,,,,-,-,0.88,-,-,-,0.84,-,-,-
5270,,,,,,,,,,,,,,,,,,,,,0.39,-,-,-,-,-,0.39,-,-,-
5274,,,,,,,,,,,,,,,,,,,,,-,-,-,0.55,-,-,-,0.53,0.52,-
5289,,,,,,,,,,,,,,,,,,,,,-,-,-,0.68,-,-,-,-,-,0.69
5293,,,,,,,,,,,,,,,,,,,,,-,0.63,0.61,-,-,-,-,-,-,-
5294,,,,,,,,,,,,,,,,,,,,,0.42,-,-,-,-,-,-,-,-,-
5295,,,,,,,,,,,,,,,,,,,,,-,-,-,0.48,-,-,-,-,-,0.48
5297,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.82,-,-,-
5301,,,,,,,,,,,,,,,,,,,,,-,0.39,-,0.4,-,-,-,-,-,0.41
5314,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.48,-,-
5316,,,,,,,,,,,,,,,,,,,,,-,-,-,0.39,-,0.19,-,-,-,-
5330,,,,,,,,,,,,,,,,,,,,,-,-,-,0.27,-,-,-,-,-,-
5331,,,,,,,,,,,,,,,,,,,,,-,-,-,0.43,-,-,0.46,0.46,-,-
5333,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.66,-,0.62,-,-
5334,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,0.81,-
5337,,,,,,,,,,,,,,,,,,,,,0.29,-,-,0.26,-,-,-,-,-,-
5346,,,,,,,,,,,,,,,,,,,,,-,-,0.98,0.98,-,-,-,-,-,-
5347,,,,,,,,,,,,,,,,,,,,,-,0.45,-,-,-,-,-,-,-,0.49
5348,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.31,-,-,-,-,0.22
5352,,,,,,,,,,,,,,,,,,,,,0.46,-,-,-,-,-,-,-,-,-
5354,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
5358,,,,,,,,,,,,,,,,,,,,,-,-,0.51,-,-,0.44,-,-,-,-
5363,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
5367,,,,,,,,,,,,,,,,,,,,,0.44,-,-,-,-,-,0.44,0.46,-,-
5369,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.3,-,0.28,-
5372,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.29,-,-,-,-,-
5379,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.86,-,-,0.88,-
5380,,,,,,,,,,,,,,,,,,,,,-,-,0.95,-,-,-,-,-,-,0.94
5381,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.42,-,-,-
5383,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
5387,,,,,,,,,,,,,,,,,,,,,0.34,-,-,-,-,-,-,-,-,0.35
5389,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.64
5390,,,,,,,,,,,,,,,,,,,,,-,0.54,-,0.49,0.59,0.55,-,-,-,-
5392,,,,,,,,,,,,,,,,,,,,,0.34,-,-,-,-,-,0.33,-,-,-
5395,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.35,-,-,-,-
5398,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
5400,,,,,,,,,,,,,,,,,,,,,-,0.76,-,0.76,0.77,-,-,-,-,-
5402,,,,,,,,,,,,,,,,,,,,,-,-,0.47,-,0.52,-,0.54,-,0.44,-
5403,,,,,,,,,,,,,,,,,,,,,0.64,-,-,-,-,0.65,-,-,-,-
5404,,,,,,,,,,,,,,,,,,,,,-,0.27,-,-,0.29,-,-,0.26,-,-
5405,,,,,,,,,,,,,,,,,,,,,-,0.27,0.36,0.32,-,-,-,-,-,-
5411,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.58,-,-,-,-
5416,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.47,-,0.54
5418,,,,,,,,,,,,,,,,,,,,,-,-,0.44,-,-,-,-,-,-,-
5420,,,,,,,,,,,,,,,,,,,,,-,0.76,0.66,0.72,-,-,-,0.69,0.57,-
5425,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.37,0.41,0.37,-,-
5427,,,,,,,,,,,,,,,,,,,,,-,-,-,0.32,-,0.29,0.32,-,-,0.3
5430,,,,,,,,,,,,,,,,,,,,,-,-,-,0.62,-,-,-,0.71,-,-
5433,,,,,,,,,,,,,,,,,,,,,0.67,0.56,-,0.55,-,-,-,-,0.54,-
5434,,,,,,,,,,,,,,,,,,,,,-,0.3,-,-,-,-,-,0.29,-,-
5438,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.7,-,0.68,-,-
5440,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
5441,,,,,,,,,,,,,,,,,,,,,-,-,-,0.23,-,-,-,-,-,-
5443,,,,,,,,,,,,,,,,,,,,,-,-,0.74,-,-,-,-,-,0.68,-
5446,,,,,,,,,,,,,,,,,,,,,0.44,-,-,-,-,-,0.38,-,-,-
5447,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.94,-,0.95,-
5453,,,,,,,,,,,,,,,,,,,,,-,0.72,-,-,-,0.71,-,-,-,-
5456,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.88,0.91,-,-,-,0.91
5458,,,,,,,,,,,,,,,,,,,,,-,-,0.56,-,0.6,-,-,-,-,-
5459,,,,,,,,,,,,,,,,,,,,,-,0.25,-,-,-,0.22,-,-,0.15,-
5461,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.55,-,-,-
5463,,,,,,,,,,,,,,,,,,,,,-,0.66,-,-,-,-,-,-,0.67,-
5465,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.42
5473,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.69,-,-,-,-
5474,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.66
5475,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
5479,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.74,-,-,-,-
5485,,,,,,,,,,,,,,,,,,,,,-,-,0.89,-,-,-,-,-,0.87,0.86
5489,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.79,0.85,-,-,-
5495,,,,,,,,,,,,,,,,,,,,,-,0.75,-,-,-,0.61,0.75,-,-,-
5496,,,,,,,,,,,,,,,,,,,,,0.68,-,-,-,-,-,0.64,-,-,-
5501,,,,,,,,,,,,,,,,,,,,,0.63,-,-,-,-,-,-,-,0.61,-
5502,,,,,,,,,,,,,,,,,,,,,0.81,-,-,-,-,-,-,-,-,-
5505,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.17
5508,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
5515,,,,,,,,,,,,,,,,,,,,,-,-,0.35,-,-,-,-,-,-,-
5519,,,,,,,,,,,,,,,,,,,,,-,-,-,0.24,-,-,-,-,0.26,-
5524,,,,,,,,,,,,,,,,,,,,,-,0.41,-,0.47,-,-,-,-,-,-
5537,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.52,0.5,-,-
5539,,,,,,,,,,,,,,,,,,,,,-,0.81,-,-,-,-,-,-,-,-
5542,,,,,,,,,,,,,,,,,,,,,0.28,-,-,-,-,-,0.28,-,-,-
5544,,,,,,,,,,,,,,,,,,,,,0.43,-,0.43,-,-,-,-,-,0.48,-
5550,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.92,-,-,-,-,0.92
5551,,,,,,,,,,,,,,,,,,,,,-,-,0.73,-,-,-,-,-,0.63,-
5552,,,,,,,,,,,,,,,,,,,,,-,-,-,0.92,-,-,-,0.91,-,0.91
5554,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.56
5556,,,,,,,,,,,,,,,,,,,,,-,-,-,0.98,-,-,-,0.97,0.96,0.97
5557,,,,,,,,,,,,,,,,,,,,,0.39,-,-,-,-,0.32,-,-,-,0.38
5561,,,,,,,,,,,,,,,,,,,,,-,-,-,0.36,-,0.41,-,-,-,-
